purchaseorderid,purchaseorderdetailid,vendor_name,product_name,category,orderqty,unitprice,standardcost,vp_avg_price,price_deviation,price_deviation_pct,z_score,rejection_rate,line_total,anomaly_raw,is_anomaly,anomaly_flag,orderdate,order_year,order_month
731,1621,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2024-08-27,2024.0,8.0
565,1260,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2024-08-13,2024.0,8.0
2249,5003,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2025-03-09,2025.0,3.0
1696,3787,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2025-01-09,2025.0,1.0
2012,4493,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2025-02-16,2025.0,2.0
3513,7761,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2025-06-29,2025.0,6.0
2644,5863,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2025-04-16,2025.0,4.0
1617,3627,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2025-01-02,2025.0,1.0
1933,4331,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2025-02-09,2025.0,2.0
988,2200,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2024-09-28,2024.0,9.0
3118,6868,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2025-05-28,2025.0,5.0
3039,6718,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2025-05-22,2025.0,5.0
1016,2288,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2024-10-09,2024.0,10.0
2091,4662,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2025-02-24,2025.0,2.0
2802,6208,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2025-04-30,2025.0,4.0
3197,7043,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2025-06-04,2025.0,6.0
1301,2938,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2024-11-28,2024.0,11.0
814,1812,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2024-09-03,2024.0,9.0
3355,7419,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2025-06-17,2025.0,6.0
2407,5328,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2025-03-25,2025.0,3.0
1854,4142,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2025-01-28,2025.0,1.0
3276,7230,National Bike Association,ML Grip Tape,,60,4.3155,0.0,4.3155,0.0,0.0,0.0,0.0,258.93,-0.4335179465454725,False,Normal,2025-06-10,2025.0,6.0
109,250,"Custom Frames, Inc.",Metal Plate 1,,550,11.6655,0.0,11.6655,0.0,0.0,0.0,0.0,6416.03,-0.433076422511063,False,Normal,2023-03-08,2023.0,3.0
776,1730,Chicago City Saddles,HL Road Seat/Saddle,Components,550,40.9395,23.3722,40.9395,0.0,0.0,0.0,0.0,22516.73,-0.4329456439823859,False,Normal,2024-09-01,2024.0,9.0
2211,4914,Chicago City Saddles,HL Touring Seat/Saddle,Components,550,40.9395,23.3722,40.9395,0.0,0.0,0.0,0.0,22516.73,-0.43287780355085925,False,Normal,2025-03-04,2025.0,3.0
3568,7882,Expert Bike Co,HL Touring Seat/Saddle,Components,550,40.9395,23.3722,40.9395,0.0,0.0,0.0,0.0,22516.73,-0.43287780355085925,False,Normal,2025-07-02,2025.0,7.0
1988,4452,Expert Bike Co,HL Touring Seat/Saddle,Components,550,40.9395,23.3722,40.9395,0.0,0.0,0.0,0.0,22516.73,-0.43287780355085925,False,Normal,2025-02-12,2025.0,2.0
606,1355,Chicago City Saddles,HL Touring Seat/Saddle,Components,550,40.9395,23.3722,40.9395,0.0,0.0,0.0,0.0,22516.73,-0.43287780355085925,False,Normal,2024-08-17,2024.0,8.0
1421,3218,Chicago City Saddles,HL Touring Seat/Saddle,Components,550,40.9395,23.3722,40.9395,0.0,0.0,0.0,0.0,22516.73,-0.43287780355085925,False,Normal,2024-12-12,2024.0,12.0
3791,8344,Chicago City Saddles,HL Touring Seat/Saddle,Components,550,40.9395,23.3722,40.9395,0.0,0.0,0.0,0.0,22516.73,-0.43287780355085925,False,Normal,2025-07-20,2025.0,7.0
859,1930,Chicago City Saddles,HL Touring Seat/Saddle,Components,550,40.9395,23.3722,40.9395,0.0,0.0,0.0,0.0,22516.73,-0.43287780355085925,False,Normal,2024-09-08,2024.0,9.0
2778,6167,Expert Bike Co,HL Touring Seat/Saddle,Components,550,40.9395,23.3722,40.9395,0.0,0.0,0.0,0.0,22516.73,-0.43287780355085925,False,Normal,2025-04-28,2025.0,4.0
3001,6629,Chicago City Saddles,HL Touring Seat/Saddle,Components,550,40.9395,23.3722,40.9395,0.0,0.0,0.0,0.0,22516.73,-0.43287780355085925,False,Normal,2025-05-20,2025.0,5.0
2526,5611,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43272912944735636,False,Normal,2025-04-07,2025.0,4.0
3316,7326,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43272912944735636,False,Normal,2025-06-15,2025.0,6.0
176,418,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43272912944735636,False,Normal,2023-06-11,2023.0,6.0
1736,3883,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43272912944735636,False,Normal,2025-01-16,2025.0,1.0
3486,7710,"Custom Frames, Inc.",Metal Bar 2,,550,11.088,0.0,11.088,0.0,0.0,0.0,0.0,6098.4,-0.43249893917646026,False,Normal,2025-06-26,2025.0,6.0
1116,2535,"Custom Frames, Inc.",Metal Bar 2,,550,11.088,0.0,11.088,0.0,0.0,0.0,0.0,6098.4,-0.43249893917646026,False,Normal,2024-11-06,2024.0,11.0
2696,5995,"Custom Frames, Inc.",Metal Bar 2,,550,11.088,0.0,11.088,0.0,0.0,0.0,0.0,6098.4,-0.43249893917646026,False,Normal,2025-04-21,2025.0,4.0
346,792,"Custom Frames, Inc.",Metal Bar 2,,550,11.088,0.0,11.088,0.0,0.0,0.0,0.0,6098.4,-0.43249893917646026,False,Normal,2024-05-13,2024.0,5.0
1906,4280,"Custom Frames, Inc.",Metal Bar 2,,550,11.088,0.0,11.088,0.0,0.0,0.0,0.0,6098.4,-0.43249893917646026,False,Normal,2025-02-05,2025.0,2.0
3881,8532,"Custom Frames, Inc.",Metal Sheet 7,,550,6.8775,0.0,6.8775,0.0,0.0,0.0,0.0,3782.63,-0.43238229959593993,False,Normal,2025-07-26,2025.0,7.0
3091,6817,"Custom Frames, Inc.",Metal Sheet 7,,550,6.8775,0.0,6.8775,0.0,0.0,0.0,0.0,3782.63,-0.43238229959593993,False,Normal,2025-05-26,2025.0,5.0
1511,3407,"Custom Frames, Inc.",Metal Sheet 7,,550,6.8775,0.0,6.8775,0.0,0.0,0.0,0.0,3782.63,-0.43238229959593993,False,Normal,2024-12-22,2024.0,12.0
2301,5102,"Custom Frames, Inc.",Metal Sheet 7,,550,6.8775,0.0,6.8775,0.0,0.0,0.0,0.0,3782.63,-0.43238229959593993,False,Normal,2025-03-13,2025.0,3.0
979,2185,Trey Research,Paint - Yellow,,60,49.6545,0.0,49.6545,0.0,0.0,0.0,0.0,2979.27,-0.43234555288433646,False,Normal,2024-09-28,2024.0,9.0
48,111,Trey Research,Paint - Yellow,,60,49.6545,0.0,49.6545,0.0,0.0,0.0,0.0,2979.27,-0.43234555288433646,False,Normal,2023-01-15,2023.0,1.0
1608,3610,Trey Research,Paint - Yellow,,60,49.6545,0.0,49.6545,0.0,0.0,0.0,0.0,2979.27,-0.43234555288433646,False,Normal,2025-01-01,2025.0,1.0
967,2161,Trey Research,Paint - Yellow,,60,49.6545,0.0,49.6545,0.0,0.0,0.0,0.0,2979.27,-0.43234555288433646,False,Normal,2024-09-25,2024.0,9.0
127,285,Trey Research,Paint - Yellow,,60,49.6545,0.0,49.6545,0.0,0.0,0.0,0.0,2979.27,-0.43234555288433646,False,Normal,2023-03-09,2023.0,3.0
3188,7026,Trey Research,Paint - Yellow,,60,49.6545,0.0,49.6545,0.0,0.0,0.0,0.0,2979.27,-0.43234555288433646,False,Normal,2025-06-03,2025.0,6.0
1687,3774,Trey Research,Paint - Yellow,,60,49.6545,0.0,49.6545,0.0,0.0,0.0,0.0,2979.27,-0.43234555288433646,False,Normal,2025-01-09,2025.0,1.0
888,1993,Trey Research,Paint - Yellow,,60,49.6545,0.0,49.6545,0.0,0.0,0.0,0.0,2979.27,-0.43234555288433646,False,Normal,2024-09-09,2024.0,9.0
3267,7192,Trey Research,Paint - Yellow,,60,49.6545,0.0,49.6545,0.0,0.0,0.0,0.0,2979.27,-0.43234555288433646,False,Normal,2025-06-10,2025.0,6.0
2398,5311,Trey Research,Paint - Yellow,,60,49.6545,0.0,49.6545,0.0,0.0,0.0,0.0,2979.27,-0.43234555288433646,False,Normal,2025-03-25,2025.0,3.0
1078,2429,Trey Research,Paint - Yellow,,60,49.6545,0.0,49.6545,0.0,0.0,0.0,0.0,2979.27,-0.43234555288433646,False,Normal,2024-10-19,2024.0,10.0
2477,5477,Trey Research,Paint - Yellow,,60,49.6545,0.0,49.6545,0.0,0.0,0.0,0.0,2979.27,-0.43234555288433646,False,Normal,2025-04-02,2025.0,4.0
3978,8741,Trey Research,Paint - Yellow,,60,49.6545,0.0,49.6545,0.0,0.0,0.0,0.0,2979.27,-0.43234555288433646,False,Normal,2025-08-01,2025.0,8.0
3407,7529,"Custom Frames, Inc.",Metal Sheet 6,,550,5.8065,0.0,5.8065,0.0,0.0,0.0,0.0,3193.58,-0.4321896605908917,False,Normal,2025-06-20,2025.0,6.0
2617,5814,"Custom Frames, Inc.",Metal Sheet 6,,550,5.8065,0.0,5.8065,0.0,0.0,0.0,0.0,3193.58,-0.4321896605908917,False,Normal,2025-04-14,2025.0,4.0
1827,4093,"Custom Frames, Inc.",Metal Sheet 6,,550,5.8065,0.0,5.8065,0.0,0.0,0.0,0.0,3193.58,-0.4321896605908917,False,Normal,2025-01-26,2025.0,1.0
48,107,Trey Research,Paint - Black,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2023-01-15,2023.0,1.0
1687,3772,Trey Research,Paint - Silver,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2025-01-09,2025.0,1.0
2477,5475,Trey Research,Paint - Silver,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2025-04-02,2025.0,4.0
2477,5473,Trey Research,Paint - Black,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2025-04-02,2025.0,4.0
48,109,Trey Research,Paint - Silver,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2023-01-15,2023.0,1.0
967,2157,Trey Research,Paint - Black,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2024-09-25,2024.0,9.0
967,2159,Trey Research,Paint - Silver,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2024-09-25,2024.0,9.0
979,2181,Trey Research,Paint - Black,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2024-09-28,2024.0,9.0
127,281,Trey Research,Paint - Black,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2023-03-09,2023.0,3.0
1608,3606,Trey Research,Paint - Black,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2025-01-01,2025.0,1.0
2398,5307,Trey Research,Paint - Black,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2025-03-25,2025.0,3.0
3267,7190,Trey Research,Paint - Silver,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2025-06-10,2025.0,6.0
2398,5309,Trey Research,Paint - Silver,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2025-03-25,2025.0,3.0
127,283,Trey Research,Paint - Silver,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2023-03-09,2023.0,3.0
3188,7022,Trey Research,Paint - Black,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2025-06-03,2025.0,6.0
888,1991,Trey Research,Paint - Silver,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2024-09-09,2024.0,9.0
1608,3608,Trey Research,Paint - Silver,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2025-01-01,2025.0,1.0
3188,7024,Trey Research,Paint - Silver,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2025-06-03,2025.0,6.0
979,2183,Trey Research,Paint - Silver,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2024-09-28,2024.0,9.0
3978,8739,Trey Research,Paint - Silver,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2025-08-01,2025.0,8.0
1687,3770,Trey Research,Paint - Black,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2025-01-09,2025.0,1.0
1078,2425,Trey Research,Paint - Black,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2024-10-19,2024.0,10.0
1078,2427,Trey Research,Paint - Silver,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2024-10-19,2024.0,10.0
888,1989,Trey Research,Paint - Black,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2024-09-09,2024.0,9.0
3267,7188,Trey Research,Paint - Black,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2025-06-10,2025.0,6.0
3978,8737,Trey Research,Paint - Black,,60,50.7465,0.0,50.7465,0.0,0.0,0.0,0.0,3044.79,-0.4320591515676554,False,Normal,2025-08-01,2025.0,8.0
2210,4912,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43193098341827785,False,Normal,2025-03-04,2025.0,3.0
3000,6627,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43193098341827785,False,Normal,2025-05-20,2025.0,5.0
1420,3216,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43193098341827785,False,Normal,2024-12-12,2024.0,12.0
3790,8342,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43193098341827785,False,Normal,2025-07-20,2025.0,7.0
443,974,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43193098341827785,False,Normal,2024-08-04,2024.0,8.0
188,456,"Custom Frames, Inc.",Metal Sheet 4,,550,7.8015,0.0,7.8015,0.0,0.0,0.0,0.0,4290.83,-0.4318940563110561,False,Normal,2023-06-22,2023.0,6.0
2459,5444,"Custom Frames, Inc.",Metal Plate 2,,550,15.8865,0.0,15.8865,0.0,0.0,0.0,0.0,8737.58,-0.43135699220451057,False,Normal,2025-03-30,2025.0,3.0
1669,3741,"Custom Frames, Inc.",Metal Plate 2,,550,15.8865,0.0,15.8865,0.0,0.0,0.0,0.0,8737.58,-0.43135699220451057,False,Normal,2025-01-08,2025.0,1.0
1669,3738,"Custom Frames, Inc.",Metal Angle,,550,15.8865,0.0,15.8865,0.0,0.0,0.0,0.0,8737.58,-0.43135699220451057,False,Normal,2025-01-08,2025.0,1.0
3249,7156,"Custom Frames, Inc.",Metal Angle,,550,15.8865,0.0,15.8865,0.0,0.0,0.0,0.0,8737.58,-0.43135699220451057,False,Normal,2025-06-09,2025.0,6.0
2459,5441,"Custom Frames, Inc.",Metal Angle,,550,15.8865,0.0,15.8865,0.0,0.0,0.0,0.0,8737.58,-0.43135699220451057,False,Normal,2025-03-30,2025.0,3.0
3249,7159,"Custom Frames, Inc.",Metal Plate 2,,550,15.8865,0.0,15.8865,0.0,0.0,0.0,0.0,8737.58,-0.43135699220451057,False,Normal,2025-06-09,2025.0,6.0
2131,4739,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43105031994821924,False,Normal,2025-02-26,2025.0,2.0
775,1725,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43105031994821924,False,Normal,2024-09-01,2024.0,9.0
2763,6126,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43105031994821924,False,Normal,2025-04-27,2025.0,4.0
1183,2670,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43105031994821924,False,Normal,2024-11-14,2024.0,11.0
3553,7841,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43105031994821924,False,Normal,2025-07-02,2025.0,7.0
2921,6454,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43105031994821924,False,Normal,2025-05-13,2025.0,5.0
413,914,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43105031994821924,False,Normal,2024-07-29,2024.0,7.0
1973,4411,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43105031994821924,False,Normal,2025-02-11,2025.0,2.0
1341,3045,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43105031994821924,False,Normal,2024-12-04,2024.0,12.0
3711,8169,Carlson Specialties,Paint - Silver,,60,53.2035,0.0,53.2035,0.0,0.0,0.0,0.0,3192.21,-0.43105031994821924,False,Normal,2025-07-14,2025.0,7.0
98,225,Chicago City Saddles,ML Touring Seat/Saddle,Components,550,30.4395,17.3782,30.4395,0.0,0.0,0.0,0.0,16741.73,-0.43038744247826627,False,Normal,2023-03-08,2023.0,3.0
858,1924,Carlson Specialties,Paint - Black,,60,50.2635,0.0,50.2635,0.0,0.0,0.0,0.0,3015.81,-0.4299610011301729,False,Normal,2024-09-08,2024.0,9.0
97,218,Carlson Specialties,Paint - Black,,60,50.2635,0.0,50.2635,0.0,0.0,0.0,0.0,3015.81,-0.4299610011301729,False,Normal,2023-03-08,2023.0,3.0
3158,6956,Carlson Specialties,Paint - Black,,60,50.2635,0.0,50.2635,0.0,0.0,0.0,0.0,3015.81,-0.4299610011301729,False,Normal,2025-06-01,2025.0,6.0
1578,3542,Carlson Specialties,Paint - Black,,60,50.2635,0.0,50.2635,0.0,0.0,0.0,0.0,3015.81,-0.4299610011301729,False,Normal,2024-12-30,2024.0,12.0
1657,3710,Carlson Specialties,Paint - Black,,60,50.2635,0.0,50.2635,0.0,0.0,0.0,0.0,3015.81,-0.4299610011301729,False,Normal,2025-01-07,2025.0,1.0
3237,7129,Carlson Specialties,Paint - Black,,60,50.2635,0.0,50.2635,0.0,0.0,0.0,0.0,3015.81,-0.4299610011301729,False,Normal,2025-06-08,2025.0,6.0
605,1349,Carlson Specialties,Paint - Black,,60,50.2635,0.0,50.2635,0.0,0.0,0.0,0.0,3015.81,-0.4299610011301729,False,Normal,2024-08-17,2024.0,8.0
2447,5414,Carlson Specialties,Paint - Black,,60,50.2635,0.0,50.2635,0.0,0.0,0.0,0.0,3015.81,-0.4299610011301729,False,Normal,2025-03-30,2025.0,3.0
18,37,Carlson Specialties,Paint - Black,,60,50.2635,0.0,50.2635,0.0,0.0,0.0,0.0,3015.81,-0.4299610011301729,False,Normal,2022-12-14,2022.0,12.0
2368,5241,Carlson Specialties,Paint - Black,,60,50.2635,0.0,50.2635,0.0,0.0,0.0,0.0,3015.81,-0.4299610011301729,False,Normal,2025-03-20,2025.0,3.0
3948,8671,Carlson Specialties,Paint - Black,,60,50.2635,0.0,50.2635,0.0,0.0,0.0,0.0,3015.81,-0.4299610011301729,False,Normal,2025-07-30,2025.0,7.0
2447,5418,Carlson Specialties,Paint - Yellow,,60,48.909,0.0,48.909,0.0,0.0,0.0,0.0,2934.54,-0.42985517395817213,False,Normal,2025-03-30,2025.0,3.0
3948,8675,Carlson Specialties,Paint - Yellow,,60,48.909,0.0,48.909,0.0,0.0,0.0,0.0,2934.54,-0.42985517395817213,False,Normal,2025-07-30,2025.0,7.0
18,41,Carlson Specialties,Paint - Yellow,,60,48.909,0.0,48.909,0.0,0.0,0.0,0.0,2934.54,-0.42985517395817213,False,Normal,2022-12-14,2022.0,12.0
1657,3714,Carlson Specialties,Paint - Yellow,,60,48.909,0.0,48.909,0.0,0.0,0.0,0.0,2934.54,-0.42985517395817213,False,Normal,2025-01-07,2025.0,1.0
2368,5245,Carlson Specialties,Paint - Yellow,,60,48.909,0.0,48.909,0.0,0.0,0.0,0.0,2934.54,-0.42985517395817213,False,Normal,2025-03-20,2025.0,3.0
605,1353,Carlson Specialties,Paint - Yellow,,60,48.909,0.0,48.909,0.0,0.0,0.0,0.0,2934.54,-0.42985517395817213,False,Normal,2024-08-17,2024.0,8.0
3158,6960,Carlson Specialties,Paint - Yellow,,60,48.909,0.0,48.909,0.0,0.0,0.0,0.0,2934.54,-0.42985517395817213,False,Normal,2025-06-01,2025.0,6.0
1578,3546,Carlson Specialties,Paint - Yellow,,60,48.909,0.0,48.909,0.0,0.0,0.0,0.0,2934.54,-0.42985517395817213,False,Normal,2024-12-30,2024.0,12.0
97,222,Carlson Specialties,Paint - Yellow,,60,48.909,0.0,48.909,0.0,0.0,0.0,0.0,2934.54,-0.42985517395817213,False,Normal,2023-03-08,2023.0,3.0
3237,7133,Carlson Specialties,Paint - Yellow,,60,48.909,0.0,48.909,0.0,0.0,0.0,0.0,2934.54,-0.42985517395817213,False,Normal,2025-06-08,2025.0,6.0
858,1928,Carlson Specialties,Paint - Yellow,,60,48.909,0.0,48.909,0.0,0.0,0.0,0.0,2934.54,-0.42985517395817213,False,Normal,2024-09-08,2024.0,9.0
136,325,National Bike Association,LL Grip Tape,,60,3.381,0.0,3.381,0.0,0.0,0.0,0.0,202.86,-0.42945639973272287,False,Normal,2023-03-28,2023.0,3.0
731,1620,National Bike Association,LL Grip Tape,,60,3.381,0.0,3.381,0.0,0.0,0.0,0.0,202.86,-0.42945639973272287,False,Normal,2024-08-27,2024.0,8.0
3039,6717,National Bike Association,LL Grip Tape,,60,3.381,0.0,3.381,0.0,0.0,0.0,0.0,202.86,-0.42945639973272287,False,Normal,2025-05-22,2025.0,5.0
1538,3457,National Bike Association,LL Grip Tape,,60,3.381,0.0,3.381,0.0,0.0,0.0,0.0,202.86,-0.42945639973272287,False,Normal,2024-12-24,2024.0,12.0
3513,7760,National Bike Association,LL Grip Tape,,60,3.381,0.0,3.381,0.0,0.0,0.0,0.0,202.86,-0.42945639973272287,False,Normal,2025-06-29,2025.0,6.0
2091,4661,National Bike Association,LL Grip Tape,,60,3.381,0.0,3.381,0.0,0.0,0.0,0.0,202.86,-0.42945639973272287,False,Normal,2025-02-24,2025.0,2.0
1775,3971,National Bike Association,LL Grip Tape,,60,3.381,0.0,3.381,0.0,0.0,0.0,0.0,202.86,-0.42945639973272287,False,Normal,2025-01-20,2025.0,1.0
3434,7577,National Bike Association,LL Grip Tape,,60,3.381,0.0,3.381,0.0,0.0,0.0,0.0,202.86,-0.42945639973272287,False,Normal,2025-06-23,2025.0,6.0
2565,5703,National Bike Association,LL Grip Tape,,60,3.381,0.0,3.381,0.0,0.0,0.0,0.0,202.86,-0.42945639973272287,False,Normal,2025-04-09,2025.0,4.0
1380,3126,National Bike Association,LL Grip Tape,,60,3.381,0.0,3.381,0.0,0.0,0.0,0.0,202.86,-0.42945639973272287,False,Normal,2024-12-08,2024.0,12.0
2249,5002,National Bike Association,LL Grip Tape,,60,3.381,0.0,3.381,0.0,0.0,0.0,0.0,202.86,-0.42945639973272287,False,Normal,2025-03-09,2025.0,3.0
1854,4141,National Bike Association,LL Grip Tape,,60,3.381,0.0,3.381,0.0,0.0,0.0,0.0,202.86,-0.42945639973272287,False,Normal,2025-01-28,2025.0,1.0
1016,2287,National Bike Association,LL Grip Tape,,60,3.381,0.0,3.381,0.0,0.0,0.0,0.0,202.86,-0.42945639973272287,False,Normal,2024-10-09,2024.0,10.0
2644,5862,National Bike Association,LL Grip Tape,,60,3.381,0.0,3.381,0.0,0.0,0.0,0.0,202.86,-0.42945639973272287,False,Normal,2025-04-16,2025.0,4.0
2407,5327,National Bike Association,LL Grip Tape,,60,3.381,0.0,3.381,0.0,0.0,0.0,0.0,202.86,-0.42945639973272287,False,Normal,2025-03-25,2025.0,3.0
57,127,National Bike Association,LL Grip Tape,,60,3.381,0.0,3.381,0.0,0.0,0.0,0.0,202.86,-0.42945639973272287,False,Normal,2023-01-23,2023.0,1.0
3276,7229,National Bike Association,LL Grip Tape,,60,3.381,0.0,3.381,0.0,0.0,0.0,0.0,202.86,-0.42945639973272287,False,Normal,2025-06-10,2025.0,6.0
